name,online_order,rate,votes,location,cuisines,approx_cost(for two people),Cluster
Mani's Dum Biryani,Yes,3.5,122,Kalyan Nagar,"Biryani, Andhra",750.0,0
Inchara Restaurant,Yes,3.5,183,Banaswadi,"Chinese, North Indian, Hyderabadi, Biryani",500.0,0
Cafe Nibras,No,3.4,11,Banaswadi,"Cafe, Continental",400.0,0
New Salem Spices,No,3.5,50,Banaswadi,"South Indian, Chettinad, Chinese",600.0,0
Cafe Get Hooked,Yes,3.7,21,Banaswadi,Cafe,600.0,2
Alter Ego D'Deli,Yes,3.8,141,Kalyan Nagar,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",650.0,2
The Sky Lounge - Tamarind Hospitality,No,3.7,102,Banaswadi,"North Indian, South Indian, Chinese, Continental",1200.0,1
Hotel Little Imperial,Yes,3.7,92,Kalyan Nagar,"North Indian, Chinese, South Indian",500.0,2
Amigos Kitchen,Yes,3.7,66,Banaswadi,"Chinese, North Indian, Mexican, Fast Food",400.0,2
The Pipe Rack,No,3.7,38,Kalyan Nagar,Cafe,700.0,2
Noodles,Yes,3.8,103,Banaswadi,"Chinese, Momos",500.0,2
Kabsa House,No,3.6,24,Kalyan Nagar,North Indian,500.0,2
The Sanctuary,No,3.9,62,Banaswadi,"Cafe, Fast Food",450.0,2
Cafe Coffee Day,Yes,3.6,57,Kalyan Nagar,Cafe,650.0,2
Shahi Hyderabadi Dum Biryani,Yes,3.1,151,Kalyan Nagar,"North Indian, Biryani",500.0,0
Hongkong Noodles,Yes,3.8,80,Kalyan Nagar,Chinese,750.0,2
The Urban Roof,Yes,3.6,80,Kalyan Nagar,"Italian, Chinese, Continental",800.0,2
Orchid Wine And Dine,No,2.9,10,Banaswadi,"North Indian, Chinese, Mughlai",700.0,0
New Kadai,Yes,3.5,24,Kalyan Nagar,"North Indian, Chinese",550.0,0
Degchi Restaurant,No,3.7,103,Banaswadi,North Indian,600.0,2
Rasa Cafe,No,3.4,6,Kalyan Nagar,"Cafe, American, Italian, Continental",600.0,0
Tang of Jamaica,No,3.4,28,Kalyan Nagar,"American, Mexican, BBQ",900.0,0
New Udupi Park,No,3.0,11,Banaswadi,"South Indian, North Indian, Chinese",400.0,0
Alibaba Cafe and Restaurant,No,2.9,55,Kalyan Nagar,"Arabian, Middle Eastern",700.0,0
De3 - The Eatery,No,3.1,13,North Bangalore,Fast Food,250.0,0
Cafe China,Yes,3.7,42,Banaswadi,Chinese,500.0,2
Coffee@Arens,Yes,3.8,78,Banaswadi,"Cafe, Fast Food",550.0,2
Kings Court,Yes,3.1,12,Kalyan Nagar,"North Indian, Mughlai, Chinese",800.0,0
Paradox Rest-O-Cafe,Yes,3.7,124,Kalyan Nagar,"Continental, Steak",600.0,2
Taste Of The Nation,No,3.0,110,Banaswadi,North Indian,650.0,0
Kartik,No,3.4,6,Banaswadi,"Chinese, North Indian",700.0,0
Urban Bakes & Cafe,No,3.7,33,Banaswadi,"Cafe, Bakery",500.0,2
T4U Cafe,No,3.6,17,Banaswadi,"Chinese, Fast Food, Beverages",400.0,2
Irie,No,3.3,4,Kalyan Nagar,"North Indian, Chinese",800.0,0
The Flavours,No,3.2,7,Kalyan Nagar,"Kerala, Chinese, Arabian, Biryani",500.0,0
OvenTreats - Patisserie.Bistro,No,4.0,82,Kalyan Nagar,American,1000.0,2
JamayCafe,No,2.8,16,Kalyan Nagar,Cafe,600.0,0
Specialist Restaurant,No,3.1,9,Kalyan Nagar,"North Indian, South Indian, Chinese",400.0,0
Raees Restaurant,No,3.3,6,Banaswadi,"Chinese, North Indian, South Indian",500.0,0
Chaai Resto,Yes,3.9,97,Kalyan Nagar,"Cafe, Fast Food, Beverages",350.0,2
Ammi's Biryani,Yes,2.7,171,Kalyan Nagar,"Biryani, North Indian",500.0,0
Sugar N Spice,No,2.7,16,Kalyan Nagar,"Fast Food, Beverages",400.0,0
Pizza Hut,Yes,2.7,442,Kalyan Nagar,"Pizza, Fast Food",750.0,0
The Chocolate Heaven,Yes,4.1,415,Kalyan Nagar,"Desserts, Cafe, Italian, Beverages",700.0,2
Mavalli Tiffin Room (MTR),No,4.1,208,Kalyan Nagar,South Indian,250.0,2
The Feast Fries,Yes,3.6,21,Kalyan Nagar,Fast Food,200.0,2
K.G.N Kabbab Corner,No,4.0,91,Kalyan Nagar,"North Indian, Kebab",500.0,2
Donne Biriyani Mane,No,3.8,164,Banaswadi,Biryani,300.0,2
Kesar Sweet Shop And Fast Food,No,3.9,54,Kalyan Nagar,"North Indian, South Indian, Chinese, Street Food, Mithai",500.0,2
Shanghai Times,Yes,3.4,10,HBR Layout,Chinese,500.0,0
Paratha Singh,Yes,4.0,304,Kalyan Nagar,North Indian,350.0,2
Kanthari,Yes,3.9,95,Kalyan Nagar,"North Indian, Kerala, Chinese",400.0,2
Al Madina Roll House,Yes,3.6,16,Kalyan Nagar,Biryani,150.0,2
Pooja Dosa Camp,No,4.0,134,Banaswadi,South Indian,200.0,2
Chinnu's Mane Biryani,Yes,3.5,11,Banaswadi,Biryani,300.0,0
Brindavan Veg,Yes,3.7,22,HBR Layout,"South Indian, North Indian, Chinese, Street Food",350.0,2
Despiwich Dragon's Kitchen,Yes,3.8,72,Banaswadi,"Chinese, Fast Food",250.0,2
Domino's Pizza,Yes,3.5,383,Kalyan Nagar,"Pizza, Fast Food",400.0,0
Dhadoom,Yes,3.8,26,Kalyan Nagar,Fast Food,400.0,2
Mangalore Lunch Home,Yes,3.2,35,HBR Layout,"Mangalorean, Seafood",300.0,0
Chaat Street,Yes,4.0,498,Kalyan Nagar,"Street Food, North Indian",250.0,2
Donne Biryani Kuteera,Yes,3.8,301,Banaswadi,Biryani,200.0,2
Matru Sagar,Yes,4.0,332,Kalyan Nagar,"South Indian, North Indian, Chinese",300.0,2
Sri Banashankari Donne Biriyani,Yes,3.7,80,Banaswadi,Biryani,150.0,2
Lakeview Milkbar,No,2.9,19,Kalyan Nagar,"Desserts, Fast Food, Beverages",450.0,0
Al Barack Cafetaria,No,3.6,20,Banaswadi,Arabian,300.0,2
Ambujam's Chettinad Mess,Yes,3.2,27,Banaswadi,"South Indian, Chettinad",400.0,0
Leon Grill,Yes,4.2,398,Kalyan Nagar,"Burger, Fast Food",500.0,2
Kenny's Restaurant,Yes,3.7,87,Banaswadi,Chinese,450.0,2
Oye Hoye,Yes,3.8,69,Kalyan Nagar,North Indian,300.0,2
Upsouth,Yes,3.8,59,Banaswadi,South Indian,300.0,2
Subway,Yes,4.0,209,Kalyan Nagar,"Healthy Food, Sandwich, Salad",500.0,2
Srinidhi Upachar,No,3.6,70,Banaswadi,"South Indian, Chinese",200.0,2
Momma's Pastries Fine Bakery And Cafe,Yes,3.4,10,Banaswadi,"Bakery, Desserts, Fast Food",500.0,0
De Grand Restaurant,Yes,3.9,268,Banaswadi,"North Indian, Chinese",600.0,2
Srinidhi Veg Food Court,Yes,3.9,100,Kalyan Nagar,"Chinese, North Indian, South Indian",300.0,2
Gowdru Hotel,Yes,3.5,78,Banaswadi,South Indian,400.0,0
American Bites,Yes,2.4,48,Kalyan Nagar,"Fast Food, Burger, Pizza",450.0,0
Coffee Thindi,No,3.5,15,Banaswadi,South Indian,150.0,0
Zabi,Yes,3.8,173,HBR Layout,Biryani,300.0,2
Chintu Chit Chat Centre,No,3.6,16,Banaswadi,Street Food,100.0,2
Cafe Nukkad,Yes,4.0,91,Kalyan Nagar,Fast Food,200.0,2
Upahara Mandira,Yes,3.9,28,HBR Layout,"South Indian, North Indian, Chinese",300.0,2
Eagles Pizza,Yes,3.8,22,Kalyan Nagar,"Pizza, Italian",650.0,2
Vietnamese Kitchen,No,3.2,9,Kalyan Nagar,Vietnamese,150.0,0
Kanti Sweets,Yes,3.8,96,Banaswadi,"Mithai, Street Food",400.0,2
Indie Fusion Multi Cuisine Restaurant,Yes,3.3,4,Kalyan Nagar,"Fast Food, Arabian, North Indian",400.0,0
29 Degrees North,Yes,3.9,287,Banaswadi,"North Indian, Fast Food, Street Food",250.0,2
Fatty Chang,Yes,3.2,4,HBR Layout,Chinese,300.0,0
Shiva's Naram Garam,No,3.3,4,Banaswadi,"North Indian, Chinese",250.0,0
SGS Nonveg- Gundu Palav,No,3.6,25,Kalyan Nagar,"Biryani, Fast Food",400.0,2
The French Corner,No,3.5,11,Kalyan Nagar,"Bakery, Desserts, Fast Food",400.0,0
North Se South Veg & Non-Veg Restaurants,Yes,3.6,18,Banaswadi,"South Indian, North Indian, Chinese",250.0,2
7 to 11 Food Court,Yes,3.7,18,Banaswadi,"Fast Food, Burger, North Indian, South Indian",200.0,2
California Burrito,No,3.4,24,Banaswadi,"Mexican, Fast Food",400.0,0
Yi Moi Chinese Fast Food,No,3.4,5,Kalyan Nagar,Chinese,100.0,0
Twilight Global Restaurant,Yes,3.6,37,Kalyan Nagar,"North Indian, Chinese",600.0,2
Chikpet Donne Biriyani Corner,Yes,3.7,8,Kalyan Nagar,"Biryani, North Indian",300.0,2
Malabar Food Court,Yes,3.4,10,HBR Layout,"Kerala, South Indian",300.0,0
S L V Food Joint,Yes,3.5,16,Kalyan Nagar,"North Indian, Rolls",250.0,0
Balle Balle Dhaba,Yes,3.6,199,Kalyan Nagar,"North Indian, Chinese",500.0,2
Udupi Gardenia,Yes,3.3,21,Banaswadi,South Indian,400.0,0
Cake House - Story Cafe,No,3.8,79,Kalyan Nagar,"Bakery, Desserts",650.0,2
Venky's Xprs,Yes,3.7,37,Kalyan Nagar,"Fast Food, Raw Meats",400.0,2
Pizza Stop,Yes,3.8,153,Banaswadi,"Pizza, Italian",500.0,2
Cafe 99 Kerala Mess,Yes,4.0,154,Kalyan Nagar,"Kerala, Biryani, Seafood, North Indian",500.0,2
Papanna's Biriyani,No,3.7,39,Banaswadi,"South Indian, Biryani",350.0,2
WOW! Momo,Yes,2.8,40,Banaswadi,"Tibetan, Momos",400.0,0
Curries & Chillies,No,3.0,20,Banaswadi,"Biryani, Andhra",300.0,0
Sri Devi Sagar,No,3.7,161,Banaswadi,"South Indian, North Indian, Chinese, Street Food",300.0,2
Hyderbadi Irani Tea,No,3.4,10,Banaswadi,Beverages,100.0,0
Raghavendra Bhavan,No,3.2,4,Banaswadi,"South Indian, North Indian, Chinese",250.0,0
T-hut Cafe,Yes,3.6,21,Banaswadi,"Chinese, Beverages",300.0,2
Cafe P Square,Yes,3.8,27,Kalyan Nagar,"Street Food, Beverages, Fast Food",250.0,2
Udupi Sri Krishna Cafe,Yes,3.8,22,Banaswadi,"South Indian, North Indian",200.0,2
Wood Fire Pizza,Yes,3.1,4,HBR Layout,Pizza,350.0,0
Reddy's Naati Mane,No,3.4,15,Banaswadi,"South Indian, BBQ",400.0,0
New Udupi Upahara,No,3.7,85,Kalyan Nagar,"Chinese, North Indian, South Indian",200.0,2
Rolls On Wheels,No,2.8,69,Banaswadi,"Fast Food, Rolls, Momos",300.0,0
Meat And Eat,Yes,3.2,34,Banaswadi,"Fast Food, Burger",500.0,0
Madurai Idly Dosai Centre,No,3.3,16,Banaswadi,South Indian,150.0,0
M.M.A Kabab Rolls & Biriyani Center,Yes,3.7,95,Banaswadi,"Arabian, Mughlai, Chinese, Kebab, Fast Food",400.0,2
New York Burrito,No,3.1,7,Banaswadi,Mexican,400.0,0
Chetty's Coffee,No,3.5,87,Kalyan Nagar,South Indian,150.0,0
Sai Bhavan Veg & Non Veg,Yes,3.2,11,Banaswadi,"Mughlai, Chinese, South Indian",400.0,0
New Udupi Grand,No,3.3,5,HBR Layout,"North Indian, South Indian, Chinese",200.0,0
Biriyummy,No,3.3,6,Banaswadi,"Biryani, Kebab",250.0,0
Sri Datta Biryani House,No,3.5,54,Banaswadi,"Andhra, Biryani, Chinese, North Indian",300.0,0
Panchamukhi Sagar,No,3.2,4,Banaswadi,"North Indian, South Indian, Chinese",300.0,0
Delish Chinese Fast Food,Yes,3.2,4,Banaswadi,"Chinese, North Indian, Biryani",300.0,0
Curries & Chillies,Yes,3.1,13,Kalyan Nagar,Andhra,400.0,0
Best B Restaurant,No,3.5,12,HBR Layout,"South Indian, North Indian, Chinese, Kerala",400.0,0
S-Aachies Hotel,No,3.2,6,Banaswadi,"South Indian, Chinese, Biryani",300.0,0
Leela's Kitchen,No,3.8,104,Banaswadi,"Kerala, South Indian, North Indian, Chinese",400.0,2
Udupas Veg Restaurant,No,3.2,11,Banaswadi,"South Indian, North Indian",300.0,0
Bismilla Kabab & Biryani Centre,No,3.2,4,Kalyan Nagar,"North Indian, Chinese",300.0,0
Mazedaar,No,3.2,10,HBR Layout,"North Indian, Chinese",300.0,0
Sri Krishna Bhavan,No,3.4,14,Kalyan Nagar,"South Indian, North Indian",250.0,0
Leung Fast Food,No,3.5,13,Banaswadi,"Chinese, Fast Food, Seafood, Momos",400.0,0
Paper Cup Cafe,No,3.5,11,Kalyan Nagar,"Tea, Coffee, Fast Food",400.0,0
Delish Chinese Fast Food,Yes,3.2,4,Banaswadi,"Chinese, North Indian, Biryani",300.0,0
Zam Zam Restaurant,No,3.1,7,Banaswadi,"Chinese, North Indian",400.0,0
Parantha Singh,No,3.6,33,Kalyan Nagar,North Indian,300.0,2
Ahmad's Chicken Hut,No,3.2,9,Banaswadi,"North Indian, Chinese",200.0,0
Crunchees Cafeteria,No,3.4,11,Kalyan Nagar,Fast Food,400.0,0
Sri Banasankri Donne Biriyani,No,3.4,6,Kalyan Nagar,Biryani,400.0,0
Juba Cafe,No,3.4,13,Kalyan Nagar,Juices,100.0,0
7 Spice,No,3.4,5,Banaswadi,"Biryani, Chinese",250.0,0
Al Madhina Roll House,No,3.4,6,Kalyan Nagar,"North Indian, Chinese",300.0,0
Cafe Qissa,No,3.3,5,Kalyan Nagar,"Burger, Cafe, Drinks Only, Juices",100.0,0
Meat Up Barbecue & More,No,3.7,17,Kalyan Nagar,"BBQ, Fast Food",400.0,2
Cafeteria Al - Falah,No,3.3,5,Banaswadi,"Fast Food, North Indian",300.0,0
Ranga's Paradise,No,3.3,38,Banaswadi,South Indian,150.0,0
Chaitra Restaurant,Yes,3.7,37,Kalyan Nagar,"North Indian, Chinese",700.0,2
Paranthas and Dosas,No,3.7,300,Kalyan Nagar,"North Indian, South Indian",400.0,2
Naina Nand Food Express,Yes,3.4,9,HBR Layout,"North Indian, Chinese",300.0,0
Chickpet Donne Biriyani Mane,Yes,3.0,19,Kalyan Nagar,"Biryani, Kebab",350.0,0
The Bridge Walk Cafe,No,3.8,74,Kengeri,"Cafe, Continental",500.0,2
The Bridge Walk Cafe,No,3.8,74,Kengeri,"Cafe, Continental",500.0,2
Altaf's Chillies Restaurant,Yes,3.9,237,Frazer Town,"North Indian, Chinese",500.0,2
Sanky's Burger House,Yes,4.3,345,Hennur,"Burger, Fast Food",300.0,2
Sunny Side Bistro,Yes,3.8,365,Frazer Town,"Cafe, Continental",700.0,2
Al-Baik Tandoori Restaurant,Yes,3.7,117,Nagawara,"North Indian, Chinese, Arabian, Biryani, Rolls",450.0,2
Sultan - Palace Darbar Restaurant,No,3.2,7,Nagawara,"North Indian, Chinese",400.0,0
Cafe Jezve,No,3.8,18,Koramangala 5th Block,Cafe,500.0,2
SV Indian Restaurant,No,3.4,12,Hennur,"North Indian, Chinese",400.0,0
Hotel Zam Zam,Yes,3.2,37,Hennur,"North Indian, Chinese",300.0,0
Hotel New Karavali,Yes,3.5,8,Hennur,"Chinese, Mangalorean, Seafood, North Indian",550.0,0
Shammah's,No,3.3,21,Hennur,"Chinese, North Indian",300.0,0
Just Protein,Yes,3.4,5,North Bangalore,"Chinese, Fast Food",350.0,0
Sandesh Restaurant,Yes,2.9,4,Hennur,"Biryani, Chinese, North Indian, Bengali",350.0,0
Ambur Hot Dum Biryani,No,3.1,6,Hennur,"Biryani, Kebab",250.0,0
New Udupi Park Deluxe,No,3.6,77,Hennur,"South Indian, North Indian, Chinese",400.0,2
Mini Fast Food,No,3.1,11,Frazer Town,"Fast Food, Chinese",150.0,0
New Prashanthi Donne Biryani,No,3.2,6,Frazer Town,Biryani,300.0,0
Bangalore Vibes,Yes,3.2,4,Hennur,"North Indian, Chinese",300.0,0
Vijayalakshmi Veg,Yes,3.9,34,Nagawara,South Indian,150.0,2
Silver Spoon Restaurant,Yes,3.2,55,Hennur,"North Indian, Chinese, Continental",400.0,0
Thalassery Plaza,Yes,3.5,33,Hennur,"Kerala, North Indian, Chinese",400.0,0
The Local,Yes,4.2,1198,Kalyan Nagar,"Finger Food, Continental, Italian, Salad",1400.0,1
Float Brewery,No,4.3,419,Kalyan Nagar,European,1800.0,1
Brewklyn Microbrewery,Yes,4.5,2330,Kalyan Nagar,"American, Continental, Pizza",2000.0,4
Twins,No,3.8,139,Kammanahalli,"North Indian, Chinese, Continental",500.0,2
H3O,No,3.1,12,Kammanahalli,"North Indian, Chinese",1000.0,0
Davis Bar And Restaurant,No,3.0,31,Kammanahalli,"North Indian, Finger Food, Chinese",700.0,0
Hoppipola,Yes,4.4,815,Kalyan Nagar,"Continental, Fast Food, European",1200.0,1
Wanderers,No,4.0,661,Kalyan Nagar,"Continental, North Indian, South Indian, Italian",1500.0,1
Sherlock's Pub,Yes,3.8,361,Kalyan Nagar,"Continental, North Indian, Chinese, Italian",1300.0,1
FireHouse - Bar & Kitchen,Yes,3.9,753,HBR Layout,"Continental, American, Chinese, BBQ, Salad, Italian",1500.0,1
Pecos Mojo,No,4.0,159,Banaswadi,Finger Food,1100.0,1
Bottoms Up Resto Bar,Yes,3.9,248,Kalyan Nagar,"Finger Food, Italian, Continental",1200.0,1
Fiddler's Green,No,3.9,74,Kalyan Nagar,"Continental, American, Indonesian, Asian, Thai",1200.0,1
Agent Jack's Bar,No,4.0,377,Kalyan Nagar,"Continental, North Indian, Italian",1300.0,1
Knowhere,No,3.8,52,Banaswadi,"Continental, Finger Food",1300.0,1
The Sky Lounge - Tamarind Hospitality,No,3.7,100,Banaswadi,"North Indian, South Indian, Chinese, Continental",1200.0,1
Sultans of Spice,Yes,4.5,3468,Koramangala 5th Block,"North Indian, Mughlai, Salad",1300.0,4
Buff Buffet Buff,Yes,4.5,3156,Koramangala 5th Block,"North Indian, Chinese, Continental, Thai, Salad",1500.0,4
The Black Pearl,No,4.7,10471,Koramangala 5th Block,"North Indian, European, Mediterranean",1400.0,3
Onesta,Yes,4.4,9064,Koramangala 4th Block,"Pizza, Cafe, Italian",600.0,3
Hanoi - Vietnamese Cuisine,Yes,4.4,1804,Koramangala 4th Block,Vietnamese,1000.0,4
Banjara Melting Pot,Yes,4.2,767,Koramangala 4th Block,"North Indian, Chinese, Seafood",1700.0,1
Cilantro,Yes,4.0,281,Koramangala 4th Block,"European, American, Continental, North Indian, Steak",1500.0,1
China Down Town,Yes,3.5,5,Koramangala 4th Block,Chinese,800.0,0
XOOX Brewmill,No,4.4,1555,Koramangala 5th Block,"Modern Indian, European, Asian",2000.0,1
Boho,No,4.2,1741,Koramangala 5th Block,"Continental, Asian, American, North Indian, Desserts",1200.0,4
Foxtrot - House of Subculture,No,4.4,369,Koramangala 3rd Block,"Cafe, American, Asian, North Indian",1000.0,1
Asia Kitchen By Mainland China,Yes,4.9,2215,Koramangala 5th Block,"Asian, Chinese, Thai, Momos",1500.0,4
Barbeque Nation,No,4.7,3617,Koramangala 1st Block,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0,4
Punjab Bistro,Yes,4.4,457,Koramangala 7th Block,North Indian,1500.0,1
Bonsouth,Yes,4.2,2620,Koramangala 5th Block,"Chettinad, Andhra, Kerala",1300.0,4
By The Blue - Grand Mercure,No,4.1,786,Koramangala 3rd Block,"North Indian, Mughlai",1500.0,1
Toscano,Yes,4.5,717,Koramangala 7th Block,"Italian, Salad",1500.0,1
Barleyz,No,3.8,4646,Koramangala 6th Block,"North Indian, Continental, Chinese",2000.0,4
Salt - Indian Restaurant Bar & Grill,Yes,4.4,679,Koramangala 7th Block,"North Indian, Mughlai, Biryani",1500.0,1
Empire Restaurant,Yes,4.1,6914,Koramangala 5th Block,"North Indian, Mughlai, South Indian, Chinese",750.0,3
Magnolia,Yes,4.1,673,Koramangala 3rd Block,"Chinese, Thai, Asian",900.0,2
Hunan,No,4.3,2245,Koramangala 5th Block,"Chinese, Thai, Momos",1100.0,4
Tangerine - Davanam Sarovar Portico Suites,Yes,4.0,150,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",1100.0,1
Oye Amritsar,Yes,4.0,1863,Koramangala 6th Block,North Indian,600.0,4
China Bowl,Yes,3.9,455,Koramangala 6th Block,Chinese,1000.0,2
Over The Top Terrace Lounge,No,3.9,1389,Koramangala 5th Block,"Continental, North Indian",1400.0,1
Naati Manae,Yes,3.9,484,Koramangala 5th Block,"North Indian, South Indian, Chinese, Biryani",700.0,2
Saara's Cafe - SS Lumina Hotel,No,4.2,117,Koramangala 7th Block,"North Indian, South Indian, Chinese, Arabian",800.0,2
12th Main - Grand Mercure,No,4.1,354,Koramangala 3rd Block,"European, Asian",2000.0,1
Saara's Grill n Spice - SS Lumina Hotel,No,4.3,104,Koramangala 7th Block,"North Indian, Arabian, Beverages",1000.0,2
Embers - Nandhana Grand Hotel,No,3.8,38,Koramangala 6th Block,"North Indian, South Indian, Thai, Chinese, Continental",900.0,2
Urban Spoon Buffet Restaurant,No,3.5,32,Koramangala 5th Block,"North Indian, Chinese",1000.0,0
Ministry of Food - Hilton Bangalore Embassy GolfLinks,No,4.2,468,Domlur,"North Indian, Asian, South Indian, Italian, European",3000.0,1
Kitchen On Table,Yes,4.3,791,HSR,"BBQ, Chinese, Japanese, Asian",1000.0,1
Bonum cibum,Yes,4.5,217,HSR,"Lebanese, Turkish",1200.0,1
Sidewalk Cafe & Bar - The Paul Bangalore,Yes,4.2,217,Domlur,"European, Italian, Asian",1500.0,1
Savoury Restaurant,Yes,3.9,421,BTM,"Arabian, North Indian, Chinese, Fast Food",800.0,2
Shri Madhuram,No,3.9,371,HSR,"South Indian, North Indian",400.0,2
Howrah Bridge,Yes,3.3,292,HSR,"Bengali, Seafood",600.0,0
Atithi,Yes,3.9,224,HSR,"North Indian, Chinese, Street Food",800.0,2
Avanti Indian Barbeque & Grill,No,3.4,46,Domlur,North Indian,1100.0,0
Mr. Beans - Home Cafe,Yes,4.2,2714,Koramangala 3rd Block,"Cafe, Continental, Italian",1000.0,4
Enerjuvate Studio & Cafe,No,4.4,467,Koramangala 4th Block,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800.0,2
The Hole in the Wall Cafe,No,4.6,7113,Koramangala 4th Block,"Cafe, American, Burger",600.0,3
Onesta,Yes,4.4,9064,Koramangala 4th Block,"Pizza, Cafe, Italian",600.0,3
Third Wave Coffee Roasters,No,4.4,1224,Koramangala 4th Block,"Cafe, Continental, Desserts",800.0,4
Dialogues,No,4.1,314,Koramangala 4th Block,"Cafe, Continental",600.0,2
Stoked!,No,4.3,294,Koramangala 4th Block,"Cafe, Italian, Pizza",850.0,2
Attic Lounge,Yes,4.0,1236,Koramangala 4th Block,Cafe,700.0,2
Qube Cafe,Yes,4.2,168,Koramangala 4th Block,"Cafe, Desserts",700.0,2
Terra Bites,Yes,4.1,65,Koramangala 4th Block,"Cafe, Italian, Continental",700.0,2
Smise,Yes,4.0,1208,Koramangala 4th Block,"Cafe, Continental, Italian, Burger, Pizza",650.0,2
Cafe Coffee Day The Lounge,Yes,3.6,76,Koramangala 4th Block,"Cafe, Fast Food",650.0,2
Costa Coffee,No,4.0,236,Koramangala 4th Block,"Cafe, Fast Food",500.0,2
Hungry Travellers Cafe,No,3.8,27,Koramangala 4th Block,Cafe,450.0,2
Barista,No,3.6,36,Koramangala 4th Block,Cafe,300.0,2
G Resto Cafe,No,3.3,4,Koramangala 4th Block,"Cafe, Fast Food, Beverages",400.0,0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,No,3.2,4,Koramangala 4th Block,"Cafe, American, European",600.0,0
Oregano Pizzeria,Yes,3.7,52,Koramangala 4th Block,"Cafe, Italian, Pizza",450.0,2
Truffles,No,4.7,14690,Koramangala 5th Block,"Cafe, American, Burger, Steak",900.0,3
Dyu Art Cafe,No,4.5,3838,Koramangala 5th Block,"Cafe, Italian, Fast Food",800.0,4
Om Made Cafe,No,4.1,2730,Koramangala 5th Block,"Cafe, Continental, European, Juices",1300.0,4
Zee5 Loft,Yes,4.4,360,Koramangala 6th Block,"Cafe, North Indian, Pizza, Sandwich, Salad",500.0,2
Blue Tokai Coffee Roasters,Yes,4.0,67,Koramangala 8th Block,"Cafe, Coffee",400.0,2
Sixth Avenue Cafe And Patisserie,No,4.4,168,Koramangala 5th Block,"Cafe, Italian, Desserts",600.0,2
A Hole Lotta Love Cafe,Yes,4.4,2867,Koramangala 5th Block,"Cafe, American, Burger, Sandwich, Beverages",600.0,4
Bistro Claytopia,Yes,4.1,1850,Koramangala 1st Block,"Cafe, American, Italian, Burger",600.0,4
Dice N Dine,Yes,4.3,1804,Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",900.0,4
Stoner,Yes,4.5,2611,Koramangala 5th Block,"Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,4
Cafe Thulp,Yes,4.1,3007,Koramangala 1st Block,"Cafe, Burger, Italian, Salad",1000.0,4
Bearfoot Cafe,Yes,4.2,174,Koramangala 6th Block,Cafe,600.0,2
YORK St.,Yes,4.4,946,Koramangala 5th Block,"Cafe, European, Continental",900.0,2
Roundup Cafe,Yes,4.2,493,Koramangala 5th Block,"Cafe, Continental, Beverages",800.0,2
Hungry Hippie,No,4.3,1469,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",800.0,4
Market Table,No,4.5,548,Koramangala 5th Block,"Cafe, Continental, Mediterranean, Beverages",900.0,2
Mimansa @ Foxtrot,Yes,4.4,191,Koramangala 3rd Block,Cafe,1000.0,1
Nuts Over Salads Cafe,Yes,4.4,204,Koramangala 5th Block,"Cafe, Salad",800.0,2
Bundar,No,4.1,2448,Koramangala 6th Block,"Cafe, Burger, Fast Food, Desserts",700.0,4
Lot Like Crepes,Yes,4.6,1026,Koramangala 7th Block,"Cafe, Desserts, Continental",550.0,2
Starbucks,No,4.2,1358,Koramangala 7th Block,"Cafe, Desserts",700.0,2
Cafe D'hide,Yes,4.2,872,Koramangala 5th Block,"Cafe, American, Continental, Italian",600.0,2
Gudguda Prime Cafe,No,4.2,815,Koramangala 6th Block,"Cafe, Continental, Chinese, Italian",800.0,2
Cafe Terra,Yes,4.1,778,Koramangala 1st Block,"Cafe, Continental",700.0,2
Cafe Medley,Yes,4.2,1063,Koramangala 5th Block,"Cafe, Continental, Burger",800.0,2
99 Pancakes,Yes,4.5,341,Koramangala 5th Block,"Desserts, Cafe",300.0,2
Waffle Magic,Yes,4.1,86,Koramangala 6th Block,"Cafe, Desserts",700.0,2
154 Breakfast Club,Yes,4.0,1513,Koramangala 3rd Block,"Cafe, Continental",900.0,4
The Vacationer's Cafe,Yes,4.1,306,Koramangala 7th Block,"Cafe, Continental, Mexican",600.0,2
Bistro Oui,Yes,4.1,402,Koramangala 5th Block,"Cafe, Continental, Salad, Steak",1200.0,1
Cafe Graffiters,Yes,3.8,22,Koramangala 5th Block,"Cafe, Continental, Beverages",600.0,2
The Yellow Tuk-Tuk Cafe,Yes,3.6,16,Koramangala 5th Block,"Cafe, Continental, Beverages",500.0,2
Kargeens,Yes,4.1,991,Koramangala 6th Block,"Cafe, Continental, Italian",600.0,2
